accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,log_loss,brier_score_multiclass,fold_id,fit_time_seconds,prediction_time_seconds,n_predictors,feature_representation,model,n_folds,failed_fits,macro_f1_std,balanced_accuracy_std,log_loss_std,brier_score_std
0.9638539228825497,0.9271780103897396,0.9654386761297717,0.9271780103897396,0.9419464932844409,0.9639006230979282,0.24645329862833024,0.09490828685788365,5.5,11.739940619468689,0.12693841457366944,192,KMNV,Random Forest,10,0,0.005902606657436979,0.007671466708318884,0.003054559646651516,0.0015851923177920308
0.2890995345458813,0.22656247610697458,0.2693241292644571,0.22656247610697458,0.13477094570181317,0.25372554566969396,10.85590476989746,1.4000416875605532,5.5,1.2677848100662232,0.07815413475036621,192,KMNV,Gaussian Naive Bayes,10,0,0.004937617174237917,0.01779011617746306,0.05318506537696532,0.007047299851091043
0.9389830675781761,0.8889645388519835,0.9324539303683979,0.8889645388519835,0.9063912750727651,0.9387560778321788,0.42353948056697843,0.08765186456387349,5.5,1.2779507875442504,1.182307815551758,192,KMNV,K-Nearest Neighbours,10,0,0.007021272887423063,0.00861564170633045,0.02057961857932007,0.0025620546822644665
0.9798666635211335,0.9857677012491075,0.9901865567704153,0.9857677012491075,0.9878286810003777,0.9798592274130083,0.08435947448015213,0.03659660478714542,5.5,438.0308390855789,0.04640533924102783,192,KMNV,Support Vector Machine,10,0,0.0019856401161108673,0.003963958234089175,0.002414940836092189,0.0010327738363259478
0.9875139200439392,0.9762074163552367,0.986060954935736,0.9762074163552367,0.9799333396555294,0.9875083993118071,0.045552391186356546,0.019388833413270797,5.5,6.166307210922241,0.019641852378845213,192,KMNV,Neural Network,10,0,0.004907482956667943,0.00875181333989336,0.004022273293787392,0.002157539166189698
0.9809440026849796,0.982618904519797,0.9843223046303733,0.982618904519797,0.9830304953957396,0.9809410290729261,0.07033243104815483,0.030732423102116397,5.5,2.974045014381409,0.016994881629943847,192,KMNV,Logistic Regression,10,0,0.0024209579776189407,0.004130212348638893,0.004030252831520348,0.0015712617786991338
0.7931050337602187,0.6886527417770024,0.6861764223394884,0.6886527417770024,0.6857034563464114,0.7929033864241346,3.2935889959335327,0.4135535437824614,5.5,12.860637402534485,0.10580968856811523,1536,ENV,Decision Tree,10,0,0.016027786734166403,0.01833918402803342,0.03803861216157417,0.004756495964127054
0.8980534080155815,0.8282148457520171,0.9036310867479382,0.8282148457520171,0.8527780235385487,0.8985776610689168,0.5131255030632019,0.21372361549224972,5.5,11.1122385263443,0.28389616012573243,1536,ENV,Random Forest,10,0,0.009300224619534433,0.011234735743928562,0.005531092436454164,0.0019096913179405938
0.04542772658585105,0.13465486349118033,0.22838380607231593,0.13465486349118033,0.05734953139268321,0.05897194899548118,15.188105869293214,1.9077092729517517,5.5,5.005716300010681,0.5393732786178589,1536,ENV,Gaussian Naive Bayes,10,0,0.008533223947618431,0.01199237013053877,0.30195417534589125,0.03728520046263468
0.8582701776412283,0.7536993689134666,0.845067731810133,0.7536993689134666,0.7845402280899731,0.8567770502215298,1.1171581745147705,0.19867293483800524,5.5,5.164196419715881,7.220684337615967,1536,ENV,K-Nearest Neighbours,10,0,0.014452634640025283,0.01559752902376323,0.022056670757827614,0.002747621695843171
0.8744854929453153,0.7350550964604539,0.824124054657816,0.7350550964604539,0.755970799757721,0.8707683378199853,0.5190654218196868,0.21018250338294978,5.5,37715.116445946696,0.2404851198196411,1536,ENV,Support Vector Machine,10,0,0.00526987181754931,0.003720011185810041,0.00492411395286711,0.0011632430730806223
