accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,log_loss,brier_score_multiclass,feature_representation,model,n_development,n_test,n_predictors,fit_time_seconds,prediction_time_seconds,requested_bootstrap_repetitions,successful_bootstrap_repetitions,n_test_observations,mean_absolute_probability_change_all_classes,mean_absolute_probability_change_reference_class,mean_probability_sd_reference_class,mean_95_probability_interval_width_reference_class,classification_switching_rate,prediction_agreement_rate,rank_macro_f1,rank_balanced_accuracy,rank_log_loss,rank_classification_switching_rate,rank_probability_change,rank_interval_width,transparent_rank_sum
0.9669993738720489,0.942285555385212,0.9677128970803963,0.942285555385212,0.9533817005107561,0.9670703135965958,0.23112167418003082,0.08924911220208162,KMNV,Random Forest,108601,27151,192,16.14423394203186,0.13916635513305664,200,200,27151,0.00418240949511528,0.021526524797081947,0.021015604957938194,0.07820695638656616,0.01550016573975176,0.9844998342602482,1.0,1.0,1.0,1.0,1.0,1.0,6.0
0.9521932893816065,0.9277632806525937,0.9521810490490099,0.9277632806525937,0.9384551099943486,0.9523978677831404,0.2649290859699249,0.1079544056546786,KMC,Random Forest,108601,27151,64,4.822379112243652,0.13230109214782715,200,200,27151,0.004259413108229637,0.02283894084393978,0.022894812747836113,0.08531679958105087,0.022286840263710358,0.9777131597362897,2.0,2.0,2.0,2.0,2.0,2.0,12.0
0.8303929873669478,0.757217230191657,0.7745719801924219,0.757217230191657,0.7606974022735615,0.8308144988190459,0.6178701519966125,0.2675038931761501,NV,Random Forest,108601,27151,12,5.686406850814819,0.1994001865386963,200,200,27151,0.008054040372371674,0.04326124116778374,0.046149834990501404,0.17184597253799438,0.067374314021583,0.932625685978417,3.0,3.0,3.0,3.0,3.0,3.0,18.0
