feature_representation,model,requested_bootstrap_repetitions,successful_bootstrap_repetitions,n_test_observations,mean_absolute_probability_change_all_classes,mean_absolute_probability_change_reference_class,mean_probability_sd_reference_class,mean_95_probability_interval_width_reference_class,classification_switching_rate,prediction_agreement_rate
KMC,Random Forest,200,200,27151,0.004259413108229637,0.02283894084393978,0.022894812747836113,0.08531679958105087,0.022286840263710358,0.9777131597362897
