feature_representation,model,requested_bootstrap_repetitions,successful_bootstrap_repetitions,n_test_observations,mean_absolute_probability_change_all_classes,mean_absolute_probability_change_reference_class,mean_probability_sd_reference_class,mean_95_probability_interval_width_reference_class,classification_switching_rate,prediction_agreement_rate
NV,Random Forest,200,200,27151,0.008054040372371674,0.04326124116778374,0.046149834990501404,0.17184597253799438,0.067374314021583,0.932625685978417
