accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,log_loss,brier_score_multiclass,model,fold_id,fit_time_seconds,prediction_time_seconds,fit_status,error_message,feature_representation,n_predictors
0.7976058931860037,0.6751274466794556,0.6645820169028296,0.6751274466794556,0.6677134401376982,0.799111760361918,0.730403482913971,0.30093744843503467,Random Forest,10,6.010065793991089,0.15424299240112305,success,,ANV,18
0.1126099166705032,0.10930704596421674,0.11041398179640655,0.10930704596421674,0.07070625330729341,0.12346649608293057,8.036288261413574,1.5883364042595858,Gaussian Naive Bayes,1,0.17500996589660645,0.02126789093017578,success,,ANV,18
0.11215469613259668,0.11655466507831695,0.11423624176021914,0.11655466507831695,0.07278180845924995,0.12253209642964304,8.531342506408691,1.606516329053947,Gaussian Naive Bayes,2,0.16058707237243652,0.016891002655029297,success,,ANV,18
0.11068139963167588,0.11033381162912274,0.11189314020050223,0.11033381162912274,0.0728615078592211,0.12150321276515227,8.032743453979492,1.5824566180381503,Gaussian Naive Bayes,3,0.16400718688964844,0.019320249557495117,success,,ANV,18
0.11187845303867404,0.1195011632552937,0.11035240470945028,0.1195011632552937,0.07235684131569711,0.12352213143463824,7.931962013244629,1.5778000024867116,Gaussian Naive Bayes,4,0.18638110160827637,0.023164749145507812,success,,ANV,18
0.10860957642725598,0.10477151412516586,0.10884556354112458,0.10477151412516586,0.07127825045335845,0.11959656893310401,8.13896369934082,1.5954924480782033,Gaussian Naive Bayes,5,0.1734027862548828,0.015942096710205078,success,,ANV,18
0.11067630403756733,0.10303655906099174,0.12191469657329873,0.10303655906099174,0.07147789587762014,0.12345609730032563,8.731549263000488,1.6109318855018842,Gaussian Naive Bayes,6,0.17896819114685059,0.021869897842407227,success,,ANV,18
0.11146408839779005,0.11677711329609919,0.1092137146236742,0.11677711329609919,0.07003151992312322,0.1225774952374078,8.0973539352417,1.5888826104814402,Gaussian Naive Bayes,7,0.16905999183654785,0.011051177978515625,success,,ANV,18
0.1108195211786372,0.10572573403242747,0.11183592575395178,0.10572573403242747,0.07132771530955315,0.12167651139216816,7.9190449714660645,1.576212665482067,Gaussian Naive Bayes,8,0.16922402381896973,0.017367124557495117,success,,ANV,18
0.1124769797421731,0.11144183717867144,0.11295340013916667,0.11144183717867144,0.07488003523305153,0.12349256117721594,7.901907920837402,1.5807027228331205,Gaussian Naive Bayes,9,0.15523290634155273,0.017129898071289062,success,,ANV,18
0.11174033149171271,0.11793886812088529,0.1063801478948538,0.11793886812088529,0.07050879667728234,0.1218857998385657,8.048700332641602,1.5845171991670186,Gaussian Naive Bayes,10,0.17044305801391602,0.01903986930847168,success,,ANV,18
0.7742277059067262,0.613893465747556,0.6885935998749393,0.613893465747556,0.640317843584928,0.7707817923871996,1.7843842506408691,0.3142138955476321,K-Nearest Neighbours,1,0.17111992835998535,2.1226868629455566,success,,ANV,18
0.7730202578268877,0.6267556853547669,0.7373088385381783,0.6267556853547669,0.6622750986852673,0.7692082069908327,1.8226994276046753,0.3176132608320064,K-Nearest Neighbours,2,0.17628097534179688,0.48101210594177246,success,,ANV,18
0.773756906077348,0.6402272812843564,0.706688451762294,0.6402272812843564,0.663094559003573,0.7704172398852666,1.841289758682251,0.31928176915777334,K-Nearest Neighbours,3,0.16666483879089355,0.44841718673706055,success,,ANV,18
0.7780847145488029,0.6354163061187436,0.7075429037925502,0.6354163061187436,0.6585420410567919,0.7749159164685774,1.7780983448028564,0.3130386750463185,K-Nearest Neighbours,4,0.16043591499328613,0.49390602111816406,success,,ANV,18
0.7749539594843462,0.6307519421883981,0.7298449926901451,0.6307519421883981,0.6578436177234984,0.7715147249118803,1.847422480583191,0.3165303879176605,K-Nearest Neighbours,5,0.17204833030700684,0.5116987228393555,success,,ANV,18
0.7735831683624143,0.6188914378087743,0.7326216794454864,0.6188914378087743,0.6484826249219492,0.769858624078915,1.8378851413726807,0.3187256583528765,K-Nearest Neighbours,6,0.16771793365478516,0.5209650993347168,success,,ANV,18
0.7778084714548803,0.6132761942118116,0.6809475373704943,0.6132761942118116,0.6372167840413345,0.774265958221425,1.7576276063919067,0.31092449459587246,K-Nearest Neighbours,7,0.16629409790039062,0.4633190631866455,success,,ANV,18
0.7781767955801105,0.6296107172538503,0.7152054924529865,0.6296107172538503,0.6561014231897614,0.7749509324462395,1.7792094945907593,0.312173113389349,K-Nearest Neighbours,8,0.17051315307617188,0.45328211784362793,success,,ANV,18
0.7708103130755064,0.6470138276285315,0.6965099409469456,0.6470138276285315,0.6601932513346236,0.7673601625409967,1.8747807741165161,0.32232780972770797,K-Nearest Neighbours,9,0.16988801956176758,0.5033888816833496,success,,ANV,18
0.7745395948434622,0.6171818292590343,0.6808235377396421,0.6171818292590343,0.6407977828749003,0.7714172314483784,1.8003729581832886,0.31538121659787555,K-Nearest Neighbours,10,0.1605370044708252,0.42932987213134766,success,,ANV,18
0.5617605082638921,0.27835276965302613,0.3599847828989317,0.27835276965302613,0.2859015738829551,0.5073675637730769,1.445143222808838,0.5881810768610953,Support Vector Machine,1,16.6982159614563,0.021542072296142578,success,,ANV,18
0.56146408839779,0.2834710299662848,0.3757268331824671,0.2834710299662848,0.293897117306909,0.5098816661783956,1.4509824514389038,0.5910489285166858,Support Vector Machine,2,16.807059049606323,0.020813941955566406,success,,ANV,18
0.5654696132596685,0.28804525324609626,0.37287614433297095,0.28804525324609626,0.29635120741230553,0.5139126646888958,1.4546619653701782,0.5889854164479892,Support Vector Machine,3,16.334288120269775,0.023640871047973633,success,,ANV,18
0.5646869244935543,0.2851974999582147,0.3832429597987109,0.2851974999582147,0.29436763349090184,0.5123309189188433,1.4507172107696533,0.5898687590839581,Support Vector Machine,4,16.956411838531494,0.01888298988342285,success,,ANV,18
0.5625690607734807,0.28503625494011803,0.378276758834221,0.28503625494011803,0.296288820840574,0.5118131903821337,1.4601080417633057,0.5917866710654973,Support Vector Machine,5,17.06434988975525,0.02232193946838379,success,,ANV,18
0.5605174715712905,0.28124343015007264,0.36419480251666636,0.28124343015007264,0.2911992498254027,0.509699601965078,1.4524744749069214,0.5911891828197815,Support Vector Machine,6,18.461003065109253,0.017197132110595703,success,,ANV,18
